Name,Age,Position,Lifeboat,Survived,Class,HomeNation,PositionDetailed,Gender,AgeBinned
"Wiklund, Mr. Jakob Alfred",18,P,--,0,3,Finland,Passenger,M,11-20
"Wiklund, Mr. Karl Johan",21,P,--,0,3,Finland,Passenger,M,21-30
"Wilkes, Mrs. Ellen",47,P,16,1,3,England,Passenger,F,41-50
"Willer, Mr. Aaron",37,P,--,0,3,Russia,Passenger,M,31-40
"Willey, Mr. Edward",18,P,--,0,3,England,Passenger,M,11-20
"Williams, Mr. Howard Hugh ""Harry""",28,P,--,0,3,Channel Islands,Passenger,M,21-30
"Williams, Mr. Leslie",28,P,--,0,3,Wales,Passenger,M,21-30
"Windeløv, Mr. Einar",21,P,--,0,3,South Africa,Passenger,M,21-30
"Wirz, Mr. Albert",27,P,--,0,3,Switzerland,Passenger,M,21-30
"Wiseman, Mr. Phillippe",54,P,--,0,3,England,Passenger,M,51-60
"Wittevrongel, Mr. Camilius Aloysius",36,P,--,0,3,Belgium,Passenger,M,31-40
"Yasbak, Mr. Antun",27,P,--,0,3,Lebanon,Passenger,M,21-30
"Yasbak, Mrs. Silanah Fa'ud (née Iskandar)",15,P,C,1,3,Lebanon,Passenger,F,11-20
"Youssef, Mr. Gerios (Abi Saab)",45,P,--,0,3,Lebanon,Passenger,M,41-50
"Youssef, Mr. Gerios (Sam'aan)",45,P,--,0,3,Lebanon,Passenger,M,41-50
"Zakarian, Mr. Mapri Der",22,P,--,0,3,Turkey,Passenger,M,21-30
"Zakarian, Mr. Haroutyun Der",27,P,--,0,3,Turkey,Passenger,M,21-30
"Zimmermann, Mr. Leo",29,P,--,0,3,Germany,Passenger,M,21-30
"Smith, Commander Edward John, RNR (Retd)",62,C,--,0,Crew,England,Ship's officers,M,61-70
"Wilde, Lieutenant Henry Tingle, RNR",39,C,--,0,Crew,England,Ship's officers,M,31-40
"Murdoch, Lieutenant William McMaster, RNR",39,C,--,0,Crew,Scotland,Ship's officers,M,31-40
"Lightoller, Sub-Lieutenant Charles Herbert, RNR",38,C,B,1,Crew,England,Ship's officers,M,31-40
"Pitman, Mr. Herbert John",34,C,5,1,Crew,England,Ship's officers,M,31-40
"Boxhall, Sub-Lieutenant Joseph Groves, RNR",28,C,2,1,Crew,England,Ship's officers,M,21-30
"Lowe, Sub-Lieutenant Harold Godfrey, RNR",29,C,14,1,Crew,Wales,Ship's officers,M,21-30
"Moody, Mr. James Paul",24,C,--,0,Crew,England,Ship's officers,M,21-30
"Anderson, Mr. James",40,C,16,1,Crew,England,Deck crew,M,31-40
"Anderson, Mr. John",41,C,16,1,Crew,England,Deck crew,M,41-50
"Archer, Mr. Ernest Edward",36,C,3,1,Crew,England,Deck crew,M,31-40
"Bailey, Mr. Joseph Henry",43,C,16,1,Crew,England,Deck crew,M,41-50
"Bradley, Mr. T.",29,C,--,0,Crew,England,Deck crew,M,21-30
"Brice, Mr. Walter T.",42,C,11,1,Crew,England,Deck crew,M,41-50
"Bright, Mr. Arthur John",41,C,10,1,Crew,England,Deck crew,M,41-50
"Buley, Mr. Edward John",27,C,10,1,Crew,England,Deck crew,M,21-30
"Clench, Mr. Frederick",34,C,12,1,Crew,England,Deck crew,M,31-40
"Callahan, Mr. James",31,C,--,0,Crew,USA,Deck crew,M,31-40
"Couch, Mr. Frank",28,C,--,0,Crew,Cornwall,Deck crew,M,21-30
"Davis, Mr. Stephen James",39,C,--,0,Crew,England,Deck crew,M,31-40
"Evans, Mr. Alfred Frank",24,C,15,1,Crew,England,Deck crew,M,21-30
"Evans, Mr. Frank Oliver",24,C,10,1,Crew,England,Deck crew,M,21-30
"Fleet, Mr. Frederick",24,C,6,1,Crew,England,Deck crew,M,21-30
"Foley, Mr. John",44,C,4,1,Crew,England,Deck crew,M,41-50
"Forward, Mr. James",27,C,16,1,Crew,England,Deck crew,M,21-30
"Haines, Mr. Albert M.",31,C,9,1,Crew,England,Deck crew,M,31-40
"Harder, Mr. William",39,C,14,1,Crew,England,Deck crew,M,31-40
"Hemming, Mr. Samuel Ernest",43,C,4,1,Crew,England,Deck crew,M,41-50
"Hichens, Mr. Robert",29,C,6,1,Crew,England,Deck crew,M,21-30
"Hogg, Mr. George Alfred",29,C,7,1,Crew,England,Deck crew,M,21-30
"Holman, Mr. Harry",27,C,7,1,Crew,England,Deck crew,M,21-30
"Hopkins, Mr. Robert John",40,C,13,1,Crew,England,Deck crew,M,31-40
"Horswill, Mr. Albert Edward James",33,C,1,1,Crew,England,Deck crew,M,31-40
"Humphreys, Mr. Sidney James",48,C,11,1,Crew,England,Deck crew,M,41-50
"Hutchinson, Mr. John Hall",26,C,--,0,Crew,England,Deck crew,M,21-30
"Jewell, Mr. Archie",23,C,7,1,Crew,England,Deck crew,M,21-30
"Jones, Mr. Thomas William",32,C,8,1,Crew,England,Deck crew,M,31-40
"King, Mr. Thomas W.",43,C,--,0,Crew,England,Deck crew,M,41-50
"Lee, Mr. Reginald Robinson",41,C,13,1,Crew,England,Deck crew,M,41-50
"Lucas, Mr. William A.",25,C,D,1,Crew,England,Deck crew,M,21-30
"Lyons, Mr. William Henry[5]",26,C,4,1,Crew,England,Deck crew,M,21-30
"Matherson, Mr. David",30,C,--,0,Crew,England,Deck crew,M,21-30
"Mathais, Mr. Montague Vincent",27,C,--,0,Crew,England,Deck crew,M,21-30
"Maxwell, Mr. John",31,C,--,0,Crew,England,Deck crew,M,31-40
"McCarthy, Mr. William",47,C,4,1,Crew,Ireland,Deck crew,M,41-50
"McGough, Mr. James R.",25,C,9,1,Crew,England,Deck crew,M,21-30
"Moore, Mr. George Alfred",32,C,D,1,Crew,England,Deck crew,M,31-40
"Nichols, Mr. Alfred",42,C,--,0,Crew,England,Deck crew,M,41-50
"O'Loughlin, Dr. William Francis Norman",62,C,--,0,Crew,England,Deck crew,M,61-70
"Olliver, Mr. Alfred",27,C,5,1,Crew,England,Deck crew,M,21-30
"Osman, Mr. Frank",28,C,2,1,Crew,England,Deck crew,M,21-30
"Pascoe, Mr. Charles H.",43,C,8,1,Crew,England,Deck crew,M,41-50
"Perkis, Mr. Walter John",37,C,4,1,Crew,England,Deck crew,M,31-40
"Peters, Mr. William Chapman",26,C,9,1,Crew,England,Deck crew,M,21-30
"Poingdestre, Mr. John Thomas",33,C,12,1,Crew,England,Deck crew,M,31-40
"Rowe, Mr. George Thomas",32,C,C,1,Crew,England,Deck crew,M,31-40
"Sawyer, Mr. Robert James",30,C,--,0,Crew,England,Deck crew,M,21-30
"Scarrott, Mr. Joseph George",33,C,14,1,Crew,England,Deck crew,M,31-40
"Simpson, Dr. John Edward",37,C,--,0,Crew,England,Deck crew,M,31-40
"Smith, Mr. William",26,C,--,0,Crew,England,Deck crew,M,21-30
"Symons, Mr. George Thomas Macdonald",24,C,1,1,Crew,England,Deck crew,M,21-30
"Tamlyn, Mr. Frederick",23,C,--,0,Crew,England,Deck crew,M,21-30
"Taylor, Mr. C.",35,C,--,0,Crew,England,Deck crew,M,31-40
"Terrell, Mr. Bertram",20,C,--,0,Crew,England,Deck crew,M,11-20
"Thorley, Mr. Jonathon",15,C,13,1,Crew,England,Deck crew,M,11-20
"Vigott, Mr. Philip Francis",32,C,13,1,Crew,England,Deck crew,M,31-40
"Weller, Mr. William Clifford",30,C,7,1,Crew,England,Deck crew,M,21-30
"Wynn, Mr. Walter",41,C,9,1,Crew,England,Deck crew,M,41-50
"Abrams, Mr. William",33,C,--,0,Crew,England,Engineering crew,M,31-40
"Adams, Mr. R.",26,C,--,0,Crew,England,Engineering crew,M,21-30
"Allen, Mr. Henry",32,C,--,0,Crew,England,Engineering crew,M,31-40
"Allen, Mr. Ernest Frederick",24,C,B,1,Crew,England,Engineering crew,M,21-30
"Allsop, Mr. Alfred Samuel",34,C,--,0,Crew,England,Engineering crew,M,31-40
"Avery, Mr. James Frank",22,C,15,1,Crew,England,Engineering crew,M,21-30
"Bailey, Mr. George W.",46,C,--,0,Crew,England,Engineering crew,M,41-50
"Baines, Mr. Richard",24,C,--,0,Crew,England,Engineering crew,M,21-30
"Bannon, Mr. John",32,C,--,0,Crew,England,Engineering crew,M,31-40
"Barlow, Mr. Charles",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Barnes, Mr. Charles",29,C,--,0,Crew,England,Engineering crew,M,21-30
"Barnes, Mr. Frederick",29,C,--,0,Crew,England,Engineering crew,M,21-30
"Barrett, Mr. Frederick",28,C,13,1,Crew,England,Engineering crew,M,21-30
"Barrett, Mr. Frederick William",33,C,--,0,Crew,England,Engineering crew,M,31-40
"Beattie, Mr. Joseph",34,C,--,0,Crew,England,Engineering crew,M,31-40
"Beauchamp, Mr. George William",24,C,13,1,Crew,England,Engineering crew,M,21-30
"Bell, Mr. Joseph",50,C,--,0,Crew,England,Engineering crew,M,41-50
"Bendell, Mr. F.",24,C,--,0,Crew,England,Engineering crew,M,21-30
"Bennett, Mr. George Alfred",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Benville, Mr. E.",42,C,--,0,Crew,England,Engineering crew,M,41-50
"Bessant, Mr. William Edward",39,C,--,0,Crew,England,Engineering crew,M,31-40
"Bevis, Mr. Joseph Henry",22,C,--,0,Crew,England,Engineering crew,M,21-30
"Biddlecombe, Mr. Charles",33,C,--,0,Crew,England,Engineering crew,M,31-40
"Biggs, Mr. Edward Charles",21,C,--,0,Crew,England,Engineering crew,M,21-30
"Billow, Mr. J.",20,C,--,0,Crew,England,Engineering crew,M,11-20
"Binstead, Mr. Walter",19,C,3,1,Crew,England,Engineering crew,M,11-20
"Black, Mr. Alexander",28,C,--,0,Crew,England,Engineering crew,M,21-30
"Black, Mr. D.",41,C,--,0,Crew,England,Engineering crew,M,41-50
"Blackman, Mr. H.",24,C,--,0,Crew,England,Engineering crew,M,21-30
"Blake, Mr. Percival Albert",22,C,15,1,Crew,England,Engineering crew,M,21-30
"Blake, Mr. Seaton",?,C,--,0,Crew,England,Engineering crew,M,71+
"Blake, Mr. Thomas",36,C,--,0,Crew,England,Engineering crew,M,31-40
"Blaney, Mr. James",29,C,--,0,Crew,England,Engineering crew,M,21-30
"Blann, Mr. Eustace Horatius",21,C,--,0,Crew,England,Engineering crew,M,21-30
"Bott, Mr. W.",44,C,--,0,Crew,England,Engineering crew,M,41-50
"Bradley, Mr. Patrick Joseph",39,C,--,0,Crew,England,Engineering crew,M,31-40
"Brewer, Mr. Henry ""Harry""",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Briant, Mr. Albert",34,C,--,0,Crew,England,Engineering crew,M,31-40
"Brooks, Mr. J.",25,C,--,0,Crew,England,Engineering crew,M,21-30
"Brown, Mr. John",25,C,--,0,Crew,England,Engineering crew,M,21-30
"Brown, Mr. Joseph James",25,C,--,0,Crew,England,Engineering crew,M,21-30
"Burroughs, Mr. Arthur",35,C,--,0,Crew,England,Engineering crew,M,31-40
"Burton, Mr. Edward John",32,C,--,0,Crew,England,Engineering crew,M,31-40
"Butt, Mr. William John",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Calderwood, Mr. Hugh",30,C,--,0,Crew,Ireland,Engineering crew,M,21-30
"Canner, Mr. J.",40,C,--,0,Crew,England,Engineering crew,M,31-40
"Carr, Mr. Richard Stephen",37,C,--,0,Crew,England,Engineering crew,M,31-40
"Carter, Mr. James",46,C,--,0,Crew,England,Engineering crew,M,41-50
"Casey, Mr. T.",28,C,--,0,Crew,England,Engineering crew,M,21-30
"Castleman, Mr. Edward",37,C,--,0,Crew,England,Engineering crew,M,31-40
"Cavell, Mr. George Henry",22,C,15,1,Crew,England,Engineering crew,M,21-30
"Cherrett, Mr. William Victor",24,C,--,0,Crew,England,Engineering crew,M,21-30
"Chisnall, Mr. George Alexander",35,C,--,0,Crew,England,Engineering crew,M,31-40
"Chorley, Mr. John",25,C,--,0,Crew,England,Engineering crew,M,21-30
"Clark, Mr. William",39,C,15,1,Crew,England,Engineering crew,M,31-40
"Coe, Mr. Harry",21,C,--,0,Crew,England,Engineering crew,M,21-30
"Coleman, Mr. John",57,C,--,0,Crew,England,Engineering crew,M,51-60
"Collins, Mr. Samuel",35,C,1,1,Crew,England,Engineering crew,M,31-40
"Combes, Mr. George",21,C,3,1,Crew,England,Engineering crew,M,21-30
"Cooper, Mr. Harry",26,C,--,0,Crew,England,Engineering crew,M,21-30
"Cooper, Mr. James",25,C,--,0,Crew,England,Engineering crew,M,21-30
"Copperthwaite, Mr. B.",22,C,--,0,Crew,England,Engineering crew,M,21-30
"Corcoran, Mr. Dennis",33,C,--,0,Crew,England,Engineering crew,M,31-40
"Cotton, Mr. A.",26,C,--,0,Crew,England,Engineering crew,M,21-30
"Couch, Mr. Joseph Henry",45,C,--,0,Crew,England,Engineering crew,M,41-50
"Couper, Mr. Robert",30,C,3,1,Crew,England,Engineering crew,M,21-30
"Coy, Mr. Francis Ernest George",26,C,--,0,Crew,England,Engineering crew,M,21-30
"Crabb, Mr. H.",23,C,--,0,Crew,England,Engineering crew,M,21-30
"Creese, Mr. Henry Philip",44,C,--,0,Crew,England,Engineering crew,M,41-50
"Crimmins, Mr. James",21,C,13,1,Crew,England,Engineering crew,M,21-30
"Cross, Mr. W.",39,C,--,0,Crew,England,Engineering crew,M,31-40
"Cunningham, Mr. B.",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Curtis, Mr. Arthur",25,C,--,0,Crew,England,Engineering crew,M,21-30
"Davies, Mr. Thomas",33,C,--,0,Crew,England,Engineering crew,M,31-40
"Dawson, Mr. Joseph[6]",23,C,--,0,Crew,Ireland,Engineering crew,M,21-30
"Diaper, Mr. J.",25,C,--,0,Crew,England,Engineering crew,M,21-30
"Dickson, Mr. W.",36,C,--,0,Crew,England,Engineering crew,M,31-40
"Dilley, Mr. John",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Dillon, Mr. Thomas Patrick",25,C,4,1,Crew,England,Engineering crew,M,21-30
"Dodd, Mr. Edward Charles",38,C,--,0,Crew,England,Engineering crew,M,31-40
"Dodds, Mr. Henry Watson",27,C,--,0,Crew,England,Engineering crew,M,21-30
"Doel, Mr. Frederick",22,C,C,1,Crew,England,Engineering crew,M,21-30
"Dore, Mr. A.",22,C,--,0,Crew,England,Engineering crew,M,21-30
"Doyle, Mr. Laurence",27,C,--,0,Crew,England,Engineering crew,M,21-30
"Duffy, Mr. William Luke",28,C,--,0,Crew,England,Engineering crew,M,21-30
"Dyer, Mr. Henry Ryland",24,C,--,0,Crew,England,Engineering crew,M,21-30
"Dymond, Mr. Frank",25,C,15,1,Crew,England,Engineering crew,M,21-30
"Eagle, Mr. A.J.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Eastman, Mr. Charles",?,C,--,0,Crew,England,Engineering crew,M,71+
"Elliott, Mr. Everett E.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Ervine, Mr. Albert G.",18,C,--,0,Crew,Ireland,Engineering crew,M,11-20
"Evans, Mr. Williams",32,C,--,0,Crew,England,Engineering crew,M,31-40
"Farquharson, Mr. William E.",39,C,--,0,Crew,England,Engineering crew,M,31-40
"Fay, Mr. Thomas",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Ferray, Mr. Anton",?,C,--,0,Crew,England,Engineering crew,M,71+
"Ferris, Mr. William",38,C,--,0,Crew,England,Engineering crew,M,31-40
"Fitzpatrick, Mr. Charles W.N.",30,C,B,1,Crew,England,Engineering crew,M,21-30
"Flarty, Mr. Edward",?,C,?,1,Crew,England,Engineering crew,M,71+
Ford. Mr. H.,?,C,--,0,Crew,England,Engineering crew,M,71+
"Ford, Mr. Thomas",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Foster, Mr. A.",37,C,--,0,Crew,England,Engineering crew,M,31-40
"Fraser, Mr. James",29,C,--,0,Crew,England,Engineering crew,M,21-30
"Fraser, Mr. James",?,C,--,0,Crew,England,Engineering crew,M,71+
"Fredricks, W.",20,C,15,1,Crew,England,Engineering crew,M,11-20
"Fryer, Mr. Albert E.",26,C,13,1,Crew,England,Engineering crew,M,21-30
"Geer, Mr. Alfred E.",24,C,--,0,Crew,England,Engineering crew,M,21-30
"Godley, Mr. George",?,C,?,1,Crew,England,Engineering crew,M,71+
"Godwin, Mr. Frederick W.",34,C,--,0,Crew,England,Engineering crew,M,31-40
"Golder, Mr. Martin W.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Gordon, Mr. J.",29,C,--,0,Crew,England,Engineering crew,M,21-30
"Goree, Mr. Frank",28,C,--,0,Crew,England,Engineering crew,M,21-30
"Gosling, Mr. Bertram J.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Gosling, S.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Graham, Mr. Thomas G.",?,C,?,1,Crew,Ireland,Engineering crew,M,71+
"Gregory, Mr. David",?,C,--,0,Crew,England,Engineering crew,M,71+
"Grodidge, Mr. Ernest E.",32,C,--,0,Crew,England,Engineering crew,M,31-40
"Gumery, Mr. George",24,C,--,0,Crew,England,Engineering crew,M,21-30
"Hagan, Mr. John",30,C,3,1,Crew,England,Engineering crew,M,21-30
"Hall, Mr. Joseph",32,C,--,0,Crew,England,Engineering crew,M,31-40
"Hallett, Mr. George",?,C,--,0,Crew,England,Engineering crew,M,71+
"Hands, Mr. B.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Hannam, Mr. George",?,C,--,0,Crew,England,Engineering crew,M,71+
"Harris, Mr. Edward",?,C,--,0,Crew,England,Engineering crew,M,71+
"Harris, Mr. Frederick",34,C,14,1,Crew,England,Engineering crew,M,31-40
"Harrison, Mr. Norman",39,C,--,0,Crew,England,Engineering crew,M,31-40
"Harvey, Mr. Herbert G.",34,C,--,0,Crew,England,Engineering crew,M,31-40
"Haslin, Mr. James",?,C,--,0,Crew,England,Engineering crew,M,71+
"Head, Mr. Arthur",?,C,--,0,Crew,England,Engineering crew,M,71+
"Hebb, Mr. A.",?,C,B,1,Crew,England,Engineering crew,M,71+
"Hendrickson, Mr. Charles G.",29,C,1,1,Crew,England,Engineering crew,M,21-30
"Hesketh, Mr. James (aka John) H.",33,C,--,0,Crew,England,Engineering crew,M,31-40
"Hill, Mr. J.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Hinton, Mr. William S.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Hosking, Mr. George Fox",36,C,--,0,Crew,England,Engineering crew,M,31-40
"Hunt, Mr. Albert",22,C,C,1,Crew,England,Engineering crew,M,21-30
"Hunt, Mr. T.",28,C,--,0,Crew,England,Engineering crew,M,21-30
"Hurst, Mr. Charles",?,C,--,0,Crew,England,Engineering crew,M,71+
"Hurst, Walter",27,C,B,1,Crew,England,Engineering crew,M,21-30
"Ingram, Mr. Charles",?,C,--,0,Crew,England,Engineering crew,M,71+
"Instance, T.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Jacobson, Mr. John",?,C,--,0,Crew,England,Engineering crew,M,71+
"Jago, Mr. J.",?,C,--,0,Crew,England,Engineering crew,M,71+
"James, Mr. Thomas",?,C,--,0,Crew,England,Engineering crew,M,71+
"Jarvis, Mr. William",37,C,--,0,Crew,England,Engineering crew,M,31-40
"Joas, Mr. N.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Judd, Mr. Charles E.",32,C,B,1,Crew,England,Engineering crew,M,31-40
"Jukes, Mr. James",35,C,--,0,Crew,England,Engineering crew,M,31-40
"Jupe, Mr. Herbert",31,C,--,0,Crew,England,Engineering crew,M,31-40
"Kaspar, Mr. Franz V.",40,C,9,1,Crew,England,Engineering crew,M,31-40
"Kearle, Mr. Charles H.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Kearl, Mr. G.",24,C,--,0,Crew,England,Engineering crew,M,21-30
"Keegan, Mr. James",38,C,--,0,Crew,England,Engineering crew,M,31-40
"Kelly, Mr. James",?,C,--,0,Crew,England,Engineering crew,M,71+
"Kelly, Mr. William",23,C,--,0,Crew,Ireland,Engineering crew,M,21-30
"Kemish, Mr. George",?,C,9,1,Crew,England,Engineering crew,M,71+
"Kemp, Mr. Thomas H.",43,C,--,0,Crew,England,Engineering crew,M,41-50
"Kenchenten, Mr. Frederick",?,C,--,0,Crew,England,Engineering crew,M,71+
"Kerr, Mr. Thomas",?,C,--,0,Crew,England,Engineering crew,M,71+
"Kinsella, Mr. Louis",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Kirkham, Mr. J.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Knowles, Mr. Thomas",39,C,C,1,Crew,England,Engineering crew,M,31-40
"Lahy, Mr. Thomas E.",?,C,--,0,Crew,England,Engineering crew,M,71+
Lee. Mr. H.,?,C,--,0,Crew,England,Engineering crew,M,71+
"Light, Mr. Charles",?,C,--,0,Crew,England,Engineering crew,M,71+
"Light, Mr. W.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Lindsay, Mr. William C.",?,C,B,1,Crew,England,Engineering crew,M,71+
"Loyd, Mr. W.",29,C,--,0,Crew,England,Engineering crew,M,21-30
"Long, Mr. Frank",28,C,--,0,Crew,England,Engineering crew,M,21-30
"Long, Mr. W.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Mackie, Mr. William D.",32,C,--,0,Crew,England,Engineering crew,M,31-40
"Major, Mr. William",?,C,13,1,Crew,England,Engineering crew,M,71+
"Marrett, Mr. G.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Marsh, Mr. Frederick C.",28,C,--,0,Crew,England,Engineering crew,M,21-30
"Maskell, Mr. L.A.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Mason, Mr. Frank A.R.",32,C,B,1,Crew,England,Engineering crew,M,31-40
"Mason, Mr. James",39,C,--,0,Crew,England,Engineering crew,M,31-40
"May Jr., Mr. Arthur",23,C,--,0,Crew,England,Engineering crew,M,21-30
"May Sr., Mr. Arthur W.",60,C,--,0,Crew,England,Engineering crew,M,51-60
"Mayo, Mr. William P.",27,C,--,0,Crew,England,Engineering crew,M,21-30
"Mayzes, Mr. Thomas",25,C,3,1,Crew,England,Engineering crew,M,21-30
"McAndrew, Mr. Thomas",?,C,--,0,Crew,England,Engineering crew,M,71+
"McAndrews, Mr. William",?,C,--,0,Crew,England,Engineering crew,M,71+
"McCastlen, Mr. William",?,C,--,0,Crew,England,Engineering crew,M,71+
"McCubbin, Mr. Lee {?}",?,C,--,0,Crew,England,Engineering crew,M,71+
"McGann, Mr. James",?,C,B,1,Crew,England,Engineering crew,M,71+
"McGarvey, Mr. Edward",?,C,--,0,Crew,England,Engineering crew,M,71+
"McGaw, Mr. Errol",?,C,--,0,Crew,England,Engineering crew,M,71+
"McGregor, Mr. J.",?,C,--,0,Crew,England,Engineering crew,M,71+
"McInerney, Mr. Thomas",?,C,--,0,Crew,England,Engineering crew,M,71+
"McInytre, Mr. William",22,C,A,1,Crew,England,Engineering crew,M,21-30
"McQuillan, Mr. William",32,C,--,0,Crew,Ireland,Engineering crew,M,31-40
"McRae, Mr. William A.",?,C,--,0,Crew,England,Engineering crew,M,71+
"McReynolds, Mr. William",22,C,--,0,Crew,Ireland,Engineering crew,M,21-30
"Middleton, Mr. Alfred P.",17,C,--,0,Crew,Ireland,Engineering crew,M,11-20
"Milford, Mr. George",?,C,--,0,Crew,England,Engineering crew,M,71+
"Millar, Mr. Robert",27,C,--,0,Crew,England,Engineering crew,M,21-30
"Millar, Mr. Thomas",33,C,--,0,Crew,Ireland,Engineering crew,M,31-40
"Mintram, Mr. William",46,C,--,0,Crew,England,Engineering crew,M,41-50
"Mitchell, Mr. Lawrence",?,C,--,0,Crew,England,Engineering crew,M,71+
"Moore, Mr. John J.",?,C,3,1,Crew,England,Engineering crew,M,71+
"Moore, Mr. R.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Moores, Mr. Robert H.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Morgan, Mr. Arthur H.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Morgan, Mr. Thomas A.",26,C,--,0,Crew,England,Engineering crew,M,21-30
"Morrell, Mr. R.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Morris, Mr. A.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Morris, Mr. W.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Moyes, Mr. William Y.",23,C,--,0,Crew,Scotland,Engineering crew,M,21-30
"Murdock, Mr. William",34,C,B,1,Crew,Ireland,Engineering crew,M,31-40
"Nettleton, Mr. George",?,C,--,0,Crew,England,Engineering crew,M,71+
"Newman, Mr. Charles T.",32,C,--,0,Crew,England,Engineering crew,M,31-40
"Noon, Mr. John",?,C,--,0,Crew,England,Engineering crew,M,71+
"Norris, Mr. James",?,C,--,0,Crew,England,Engineering crew,M,71+
"Noss, Mr. Bertram A.",21,C,--,0,Crew,England,Engineering crew,M,21-30
"Noss, Mr. Henry",31,C,15,1,Crew,England,Engineering crew,M,31-40
"Nutbean, Mr. William",31,C,3,1,Crew,England,Engineering crew,M,31-40
"O'Connor, Mr. John",25,C,B,1,Crew,England,Engineering crew,M,21-30
"Olive, Mr. Charles",?,C,--,0,Crew,England,Engineering crew,M,71+
"Oliver, Mr. H.",?,C,3,1,Crew,England,Engineering crew,M,71+
"Othen, Mr. Charles",?,C,11,1,Crew,England,Engineering crew,M,71+
"Paice, Mr. Richard C.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Painter, Mr. Charles",31,C,--,0,Crew,England,Engineering crew,M,31-40
"Painter, Mr. Frank",29,C,--,0,Crew,England,Engineering crew,M,21-30
"Pallas, Mr. T.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Parsons, Mr. Frank A.",27,C,--,0,Crew,England,Engineering crew,M,21-30
"Pearce, Mr. John",?,C,15,1,Crew,England,Engineering crew,M,71+
"Pelham, Mr. George",39,C,16,1,Crew,England,Engineering crew,M,31-40
"Perry, Mr. Edgar L.",19,C,?,1,Crew,England,Engineering crew,M,11-20
"Perry, Mr. Henry",?,C,--,0,Crew,England,Engineering crew,M,71+
"Phillips, Mr. G.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Pitfield, Mr. William J.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Podesta, Mr. John",25,C,3,1,Crew,England,Engineering crew,M,21-30
"Pond, Mr. George",32,C,--,0,Crew,England,Engineering crew,M,31-40
"Prangnell, Mr. George",31,C,B,1,Crew,England,Engineering crew,M,31-40
"Preston, Mr. Thomas C.",20,C,--,0,Crew,England,Engineering crew,M,11-20
"Priest, Mr. Arthur J.",23,C,15,1,Crew,England,Engineering crew,M,21-30
"Proudfoot, Mr. R.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Pugh, Mr. Percy",31,C,--,0,Crew,England,Engineering crew,M,31-40
"Pusey, Mr. Robert W.",24,C,1,1,Crew,England,Engineering crew,M,21-30
"Ranger, Mr. Thomas G.",?,C,4,1,Crew,England,Engineering crew,M,71+
"Reed, Mr. Robert",?,C,--,0,Crew,England,Engineering crew,M,71+
"Reeves, Mr. Robert",30,C,--,0,Crew,England,Engineering crew,M,21-30
"Rice, Mr. Charles",32,C,10,1,Crew,England,Engineering crew,M,31-40
"Richards, Mr. Joseph J.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Rickman, Mr. G.",?,C,--,0,Crew,England,Engineering crew,M,71+
"Roberts, Mr. George",?,C,--,0,Crew,England,Engineering crew,M,71+
"Rous, Mr. Arthur J.",26,C,--,0,Crew,England,Engineering crew,M,21-30
"Rudd, Mr. Henry",23,C,--,0,Crew,England,Engineering crew,M,21-30
"Rutter, Mr. Sidney",?,C,--,0,Crew,England,Engineering crew,M,71+
"Sangster, Mr. Charles",?,C,--,0,Crew,England,Engineering crew,M,71+
"Saunders, Mr. Thomas",?,C,--,0,Crew,England,Engineering crew,M,71+
